Name,Range_km,Efficiency,Weight_kg,Acceleration(0-100),Firth_stop_range_km,Battery_kWh,Fast_charger(kW),Towing_kg,Cargo_volume,Price/Range(km),Price_Euro
Audi SQ6 Sportback e-tron,495,192,2425,4.3,578,94.9,186,2400,575,207,96.2
Audi Q4 Sportback e-tron 50 quattro,400,192,2215,6.2,433,76.6,103,1200,535,167,59.9
Mercedes-Benz eVito Tourer Extra-Long 90 kWh,305,295,2555,12.0,279,90.0,95,0,1390,264,65.14
Porsche Taycan Sport Turismo,380,187,2155,5.4,474,71.0,171,0,530,251,94.091
Lotus Eletre S,480,227,2595,4.5,587,109.0,246,2250,657,255,121.99
Porsche Taycan Turbo,535,181,2365,2.7,693,97.0,267,0,450,320,175.6
Mercedes-Benz eVito Tourer Extra-Long 41 kWh,120,292,2285,16.0,85,35.0,0,0,1390,461,55.275
Mercedes-Benz EQS SUV 450+,500,217,2695,6.7,535,108.4,169,750,645,236,110.801
Genesis GV70 Electrified Sport,350,211,2310,4.2,432,74.0,190,1800,528,203,67.3
MG Cyberster Trophy,425,175,1960,5.0,440,74.4,85,0,249,153,64.99
DS Automobiles N°8 FWD,415,178,2207,7.7,443,73.7,90,1260,620,139,57.7
Porsche Taycan Turbo S Sport Turismo,505,192,2395,2.4,655,97.0,267,0,489,408,210.8
Porsche Taycan Turbo Cross Turismo,495,196,2395,2.8,636,97.0,267,0,489,350,177.0
Smart #1 Pure+,335,185,1863,6.7,357,62.0,90,1600,338,115,39.99
Volkswagen ID.5 Pure,320,163,1963,8.9,359,52.0,87,1000,549,145,45.27
Tesla Model X P90DL,375,228,2524,3.4,366,85.5,90,0,0,382,142.2
Volkswagen ID.5 GTX,405,190,2242,6.3,439,77.0,103,1200,549,145,53.615
Opel Vivaro-e Combi L 50 kWh,180,257,1989,12.1,189,46.3,74,1000,912,269,51.825
Ford Mustang Mach-E SR RWD,375,187,2044,6.9,374,70.0,76,750,619,156,62.9
Audi SQ8 SUV e-tron,455,233,2725,4.5,463,106.0,145,1800,631,228,98.1
Skoda Enyaq Coupe 85x,460,167,2234,6.7,511,77.0,120,1800,570,117,53.75
Renault Zoe R90,255,161,1548,13.2,182,41.0,0,0,338,131,34.1
Opel Vivaro-e Combi L 75 kWh,265,260,2161,13.3,252,69.0,77,1000,912,220,57.775
Jeep Avenger Electric 1st Edition,310,164,1611,9.0,330,50.8,79,0,355,132,39.9
Skoda Enyaq Coupe iV 80,445,173,2119,8.7,473,77.0,124,1000,575,118,54.4
Ford e-Tourneo Custom L2 160 kW RWD,270,263,2432,9.0,272,71.0,105,2000,819,244,62.654
Tesla Model S 70,345,200,2102,5.8,362,69.0,95,0,895,242,82.7
Ford Mustang Mach-E SR RWD,375,187,2044,6.9,374,70.0,76,750,619,156,56.5
Ford Mustang Mach-E GT,425,214,2348,4.4,397,91.0,84,750,619,191,77.2
Mercedes-Benz EQS 450 4MATIC,610,178,2630,5.6,677,108.4,169,750,620,189,113.359
Porsche Taycan Plus Sport Turismo,530,183,2270,4.8,685,97.0,267,0,530,204,108.124
Skoda Enyaq Coupe 85x,455,169,2230,6.6,503,77.0,120,1200,570,122,53.4
Opel Zafira Electric 75 kWh,265,260,2211,14.2,252,69.0,77,1000,603,210,53.55
BMW i5 xDrive40 Touring,440,185,2405,5.5,492,81.2,123,2000,570,183,77.6
Volkswagen ID.5 Pure,320,163,1966,8.9,359,52.0,87,1000,549,145,45.27
Tesla Model S 70D,355,194,2183,5.4,369,69.0,95,0,895,251,88.2
Audi Q4 e-tron 45 quattro,385,199,2210,6.9,409,76.6,103,1200,520,150,53.99
Mercedes-Benz EQE 350,510,175,2385,6.4,554,89.0,120,750,430,158,70.21
Ford Mustang Mach-E SR AWD,350,207,2276,6.2,372,72.6,100,750,619,168,57.9
Porsche Taycan 4,490,168,2245,4.6,611,82.3,195,0,491,221,106.2
Smart EQ forfour,95,176,1200,12.7,65,16.7,0,0,185,237,22.6
Peugeot e-Traveller Long 75 kWh,265,260,2161,14.3,252,69.0,77,1000,989,243,60.43
Volvo EX90 Single Motor,485,206,2582,8.4,524,100.0,140,1200,703,180,83.7
BMW i5 xDrive40 Sedan,455,178,2355,5.4,512,81.2,123,2000,490,172,75.6
Ford Mustang Mach-E Rally,410,222,2343,3.9,417,91.0,115,750,619,189,80.3
Ford Mustang Mach-E ER RWD,480,190,2160,7.0,448,91.0,84,1000,619,135,62.95
NIO EL7 Standard Range,355,207,2421,3.9,376,73.5,110,2000,570,246,85.9
Volkswagen ID.5 Pro,430,179,2118,10.4,454,77.0,124,1000,549,124,47.935
Volkswagen ID.5 GTX,405,190,2243,6.3,439,77.0,103,1200,549,152,56.455
Porsche Taycan Turbo S,430,195,2370,2.8,537,83.7,200,0,450,445,197.74
Audi Q4 Sportback e-tron 35,300,173,1990,9.0,341,52.0,90,1000,535,159,47.6
Mercedes-Benz EQV 300 Extra-Long,315,286,2735,12.2,291,90.0,96,0,1410,276,62.897
Porsche Taycan 4 Plus,565,172,2325,4.6,738,97.0,267,0,491,202,111.924
Volkswagen e-Transporter Kombi L1 160 kW 64 kWh,255,250,2302,8.6,254,63.8,75,2000,800,253,64.867
Kia e-Soul 39 kWh,230,170,1610,9.9,209,39.2,37,0,315,156,38.09
Citroen e-SpaceTourer M 75 kWh,265,260,2131,13.3,252,69.0,77,1000,507,237,59.64
Mercedes-Benz EQE 500 4MATIC,505,179,2475,4.7,548,90.6,136,750,430,199,87.286
Ford Mustang Mach-E GT,425,214,2348,4.4,397,91.0,84,750,619,197,86.2
ORA Funky Cat 63 kWh,340,174,1615,8.2,313,59.3,54,0,228,123,44.49
Volvo EX40 Twin Motor Performance,385,205,2170,4.6,414,79.0,110,1800,441,165,62.89
Opel Combo Electric XL 50 kWh,230,217,1881,11.3,242,50.0,80,750,1050,175,39.6
Tesla Model X Performance,440,216,2572,3.6,438,95.0,100,2250,0,243,107.6
Peugeot e-Expert Combi Long 75 kWh,265,260,2161,14.3,252,69.0,77,1000,989,223,58.73
Mercedes-Benz EQE AMG 53 4MATIC+,450,201,2540,3.5,490,90.6,136,750,430,275,110.706
GWM ORA 03 63 kWh,340,174,1615,8.2,313,59.3,54,0,228,107,32.49
Skoda Enyaq iV RS,420,183,2258,6.2,448,77.0,103,1200,585,147,63.3
Ford Mustang Mach-E SR AWD,345,203,2138,6.3,346,70.0,76,750,619,191,62.25
Citroen e-Jumpy Combi M 50 kWh,185,250,1969,12.1,196,46.3,74,1000,507,270,51.94
Ford Mustang Mach-E SR AWD,350,207,2276,6.2,372,72.6,100,750,619,165,57.9
Ford Mustang Mach-E Rally,415,219,2354,3.9,420,91.0,115,750,619,184,81.0
Tesla Model X Ludicrous Performance,420,226,2572,3.0,413,95.0,100,2250,0,274,112.7
Mercedes-Benz EQV 300 Extra-Long,310,290,2660,12.1,285,90.0,95,0,1410,254,72.519
Mercedes-Benz EQE AMG 53 4MATIC+,455,199,2525,3.5,490,90.6,136,750,430,271,109.777
Mercedes-Benz EQA 250+,420,168,2055,9.1,414,70.5,90,0,340,136,55.96
Toyota Proace Verso L 50 kWh,180,257,1989,12.1,189,46.3,74,1000,989,304,59.385
Kia e-Soul 39.2 kWh,230,170,1610,9.9,209,39.2,37,0,315,167,40.29
Audi Q4 Sportback e-tron 55 quattro,415,186,2235,5.4,457,77.0,120,1200,535,157,61.0
Lotus Emeya S,520,190,2555,4.2,693,98.9,328,2250,543,245,126.95
KGM Musso EV 2WD,365,221,2265,9.2,357,80.6,100,1800,907,118,41.99
Tesla Model X 60D,285,218,2427,6.2,306,62.0,95,0,0,315,89.1
BMW i3s 94 Ah,160,170,1340,6.9,163,27.2,46,0,260,265,45.75
Peugeot e-Rifter XL 50 kWh,230,217,1901,11.7,239,50.0,80,750,1050,175,39.44
Mercedes-Benz EQE AMG 53 4MATIC+,450,201,2540,3.5,491,90.6,141,1700,430,268,110.706
Volkswagen e-Transporter Kombi L2 160 kW 64 kWh,250,255,2348,8.6,250,63.8,75,2000,1000,262,65.872
Mercedes-Benz eVito Tourer Extra-Long 60 kWh,205,293,2405,12.0,211,60.0,96,0,1390,346,61.571
Mercedes-Benz EQS AMG 53 4MATIC+,535,203,2700,3.4,590,108.4,169,750,620,321,155.009
Tesla Model S P90DL,405,211,2262,3.0,401,85.5,90,0,895,327,131.4
Ford Mustang Mach-E SR AWD,335,203,2138,6.3,336,68.0,76,750,619,171,54.75
Toyota Proace City Verso L1 50 kWh,210,220,1739,11.2,222,46.3,74,750,597,194,37.8
Lucid Air Pure AWD,560,164,2337,4.0,645,92.0,160,0,910,200,109.0
Porsche Taycan Turbo Cross Turismo,395,212,2395,3.3,486,83.7,200,0,489,389,157.776
Lotus Emeya R,465,213,2650,2.8,611,98.9,328,1225,543,328,150.99
Citroen e-SpaceTourer XL 75 kWh,265,260,2240,14.2,252,69.0,77,1000,989,217,53.23
Genesis GV60 Sport,410,195,2200,5.5,513,80.0,205,1600,432,161,64.58
Ford e-Tourneo Custom L2 210 kW AWD,250,284,2900,7.0,257,71.0,105,2300,819,315,78.659
Ford Mustang Mach-E GT,410,215,2348,4.4,388,88.0,84,750,619,184,72.9
NIO EL8 Standard Range,360,204,2613,4.1,388,73.5,110,2000,265,258,94.9
Abarth 600e Turismo,280,181,1700,6.2,297,50.8,79,0,360,155,44.99
Ford e-Tourneo Custom L1 160 kW,235,272,2557,9.0,245,64.0,105,2000,672,291,66.819
Peugeot e-Traveller Standard 75 kWh,265,260,2131,14.3,252,69.0,77,1000,603,238,59.64
Skoda Enyaq Coupe iV 80x,435,177,2214,7.0,464,77.0,103,1200,575,135,56.65
Audi Q8 Sportback e-tron 50 quattro,445,200,2585,6.0,472,89.0,147,1800,590,177,78.15
BMW i5 M60 xDrive Touring,415,196,2425,3.9,469,81.2,123,2000,570,263,101.5
GWM ORA 07 Pure,350,184,2065,8.2,339,64.3,75,0,333,120,41.99
Nissan Ariya e-4ORCE 87kWh - 290 kW,405,215,2293,5.1,391,87.0,80,1500,415,168,71.49
Toyota Proace City Verso L2 50 kWh,205,226,1813,11.2,219,46.3,74,750,850,205,40.15
Porsche Taycan Turbo S Cross Turismo,485,200,2400,2.5,620,97.0,267,0,489,427,211.3
Sono Sion,260,181,1730,9.0,261,47.0,60,750,650,116,29.9
Volkswagen ID.5 Pro,430,179,2117,10.4,459,77.0,124,1000,549,119,46.515
Porsche Taycan 4S Cross Turismo,440,190,2320,4.1,545,83.7,200,0,530,269,119.914
Mercedes-Benz EQE SUV 300,450,201,2440,7.6,485,90.6,141,750,520,186,83.479
Mercedes-Benz eVito Tourer Long 60 kWh,220,273,2448,12.0,205,60.0,60,0,990,311,68.398
Porsche Taycan GTS Sport Turismo,505,192,2385,3.3,655,97.0,267,0,489,291,148.6
Ford e-Tourneo Custom L1 160 kW RWD,270,263,2432,9.0,272,71.0,105,2000,672,240,61.702
Mini Cooper SE Convertible,165,175,1540,8.2,167,28.9,44,0,160,370,60.0
Volkswagen e-Caravelle L1 100 kW 64 kWh,245,260,2523,12.8,247,63.8,75,2000,800,271,66.021
Audi Q4 Sportback e-tron 35,295,176,1970,9.0,314,52.0,70,1000,535,174,46.7
Mercedes-Benz EQE 350 4MATIC,505,179,2465,6.3,548,90.6,136,750,430,158,73.363
Fiat E-Ulysse L3 75 kWh,265,260,2167,13.3,252,69.0,77,1000,800,238,62.99
Citroen e-SpaceTourer M 50 kWh,180,257,2027,13.3,189,46.3,74,1000,603,274,46.23
Peugeot e-Traveller L2 75 kWh,265,260,2211,14.2,252,69.0,77,1000,603,221,52.23
Opel Zafira-e Life L 75 kWh,265,260,2161,13.3,252,69.0,77,1000,0,261,70.075
Citroen e-Berlingo XL 50 kWh,205,226,1813,11.7,219,46.3,74,750,806,204,43.64
Opel Vivaro-e Combi M 75 kWh,265,260,2131,13.3,252,69.0,77,1000,507,215,56.942
Volkswagen ID.4 Pro 4MOTION,405,190,2221,6.9,432,77.0,103,1200,543,121,49.02
Elaris BEO 86 kWh,390,208,1955,9.5,357,81.0,65,0,467,136,53.09
Audi e-tron S Sportback,335,258,2695,4.5,354,86.5,147,1800,677,303,96.05
Mercedes-Benz EQE SUV AMG 53 4MATIC+,420,216,2690,3.5,453,90.6,141,1800,520,335,139.438
Lucid Air Dream Edition P,670,176,2435,2.7,766,118.0,185,0,910,328,218.0
Porsche Taycan GTS Sport Turismo,425,197,2385,3.7,531,83.7,200,0,530,327,140.858
Mercedes-Benz EQE 500 4MATIC,505,179,2485,4.7,554,90.6,136,750,430,200,88.215
Porsche Taycan 4S Plus Sport Turismo,510,190,2350,3.7,655,97.0,267,0,530,244,127.322
Mercedes-Benz EQE SUV 300,450,201,2445,7.1,485,90.6,141,750,520,184,83.479
Ford e-Tourneo Custom L2 160 kW AWD,260,273,2600,9.0,266,71.0,105,2000,819,279,72.65
Mercedes-Benz EQS 500 4MATIC,590,183,2615,4.8,654,107.8,169,750,610,231,125.378
Abarth 500e Scorpionissima,225,166,1410,7.0,246,37.3,65,0,185,195,43.0
Porsche Taycan 4 Cross Turismo,440,190,2320,5.1,545,83.7,200,0,530,238,103.254
Lucid Air Touring,560,164,2337,3.6,645,92.0,160,0,910,179,99.0
Porsche Taycan Turbo Sport Turismo,505,192,2390,2.7,655,97.0,267,0,489,341,176.6
Mercedes-Benz EQE SUV AMG 53 4MATIC+,420,216,2690,3.7,453,90.6,141,1800,520,335,139.438
Mercedes-Benz EQV 250 Long,205,293,2576,12.0,193,60.0,60,0,1030,332,68.056
Porsche Taycan 4S Sport Turismo,370,192,2245,4.0,462,71.0,171,0,530,308,114.559
Audi Q4 Sportback e-tron 45 quattro,400,192,2215,6.9,433,76.6,103,1200,535,149,55.9
Mercedes-Benz EQS SUV 500 4MATIC,490,221,2805,5.2,521,108.4,169,1800,645,278,124.545
GWM ORA 07 Pro,350,184,2065,8.2,339,64.3,75,0,333,127,44.49
Volkswagen e-Transporter Kombi L1 210 kW 64 kWh,255,250,2302,7.4,254,63.8,75,2000,800,262,66.908
Audi e-tron S,320,270,2695,4.5,339,86.5,147,1800,722,311,93.8
Porsche Taycan Turbo S Cross Turismo,380,220,2395,2.9,468,83.7,200,0,489,486,191.096
Peugeot e-Rifter Standard 50 kWh,205,226,1765,11.7,215,46.3,74,750,571,193,41.24
Mercedes-Benz eVito Tourer Long 60 kWh,210,286,2380,12.0,211,60.0,96,0,990,333,60.678
Fiat E-Ulysse L2 75 kWh,265,260,2140,13.3,252,69.0,77,1000,450,234,61.99
Porsche Taycan,420,169,2125,5.4,525,71.0,171,0,491,225,93.139
Opel Zafira Electric 50 kWh,180,257,2027,13.3,189,46.3,74,1000,603,268,47.55
Volkswagen e-Caravelle L1 210 kW 64 kWh,245,260,2523,7.4,247,63.8,75,2000,800,300,70.21
Peugeot e-Expert Combi Long 50 kWh,185,250,1989,13.1,196,46.3,74,1000,989,278,52.73
Genesis GV60 Sport,375,197,2170,5.5,467,74.0,196,1600,432,174,63.2
Fisker Ocean Sport,350,203,2300,7.4,391,71.0,100,1090,476,124,43.9
Volvo EC40 Twin Motor Performance,400,198,2185,4.6,438,79.0,110,1800,435,162,64.39
Citroen e-SpaceTourer XL 75 kWh,265,260,2161,13.3,252,69.0,77,1000,912,242,60.43
Peugeot e-Rifter Long 50 kWh,200,232,1841,11.7,212,46.3,74,750,806,207,42.44
Opel Vivaro-e Combi M 50 kWh,185,250,1969,12.1,196,46.3,74,1000,507,255,50.992
ORA Funky Cat GT,330,180,1615,8.2,300,59.3,54,0,228,150,49.49
Polestar 2 Long Range Performance,450,176,2180,4.2,501,79.0,110,1500,448,142,63.49
Renault Zoe R90 Entry,140,166,1502,14.5,102,23.3,0,0,338,198,30.1
Toyota Proace Verso M 75 kWh,265,260,2131,13.1,252,69.0,77,1000,603,244,64.53
Opel Combo-e Life XL 50 kWh,200,232,1813,11.7,212,46.3,74,750,806,212,44.75
Audi SQ8 Sportback e-tron,480,221,2725,4.5,493,106.0,145,1800,590,221,100.35
Skoda Enyaq Coupe 60,345,168,2000,8.8,375,58.0,82,1000,570,137,46.85
Porsche Taycan Turbo,445,188,2380,3.2,556,83.7,200,0,450,360,164.42
Tesla Model S P90DL,405,211,2271,3.0,401,85.5,90,0,895,330,129.6
Kia e-Niro 39 kWh,235,167,1667,9.8,215,39.2,37,0,451,146,34.4
Opel Zafira-e Life M 50 kWh,185,250,1969,12.1,196,46.3,74,1000,0,306,63.25
Peugeot e-Expert Combi Compact 50 kWh,185,250,1932,12.1,189,46.3,74,1000,0,243,49.08
Porsche Taycan Plus Sport Turismo,445,188,2235,5.4,548,83.7,200,0,530,227,99.815
Ford e-Tourneo Custom L1 210 kW AWD,255,278,2800,7.0,259,71.0,105,2300,672,305,77.707
Peugeot e-Traveller Standard 50 kWh,185,250,1969,13.1,196,46.3,74,1000,603,289,53.64
Porsche Taycan 4S Sport Turismo,440,187,2270,3.7,546,82.3,195,0,530,273,121.8
Volkswagen e-Transporter Kombi L1 100 kW 64 kWh,255,250,2302,12.8,254,63.8,75,2000,800,243,62.719
Audi e-tron Sportback 50 quattro,295,219,2445,6.8,315,64.7,114,1800,677,245,71.35
Porsche Taycan Plus,485,173,2205,5.4,608,83.7,200,0,491,206,98.863
Porsche Taycan Turbo S Cross Turismo,410,204,2395,2.9,509,83.7,200,0,489,470,199.168
Mercedes-Benz EQE AMG 43 4MATIC,450,201,2535,4.2,491,90.6,141,1700,430,240,104.756
Opel Zafira Electric XL 75 kWh,265,260,2240,14.2,252,69.0,77,1000,989,215,54.55
Lucid Air Touring,605,159,2337,3.6,689,96.0,160,0,910,192,99.9
Peugeot e-Traveller L2 50 kWh,180,257,2027,13.3,189,46.3,74,1000,603,294,46.23
Volkswagen e-Caravelle L2 160 kW 64 kWh,245,260,2560,8.6,247,63.8,75,2000,1000,288,69.175
Kia e-Niro 39 kWh,235,167,1667,9.8,215,39.2,37,0,451,150,35.29
Volkswagen e-Transporter Kombi L2 210 kW 64 kWh,250,255,2348,7.4,250,63.8,75,2000,1000,272,67.913
Citroen e-SpaceTourer M 50 kWh,185,250,1969,12.1,196,46.3,74,1000,507,276,53.64
Porsche Taycan 4S Plus,480,174,2295,4.0,601,83.7,200,0,491,247,120.081
Mercedes-Benz EQV 250 Long,215,279,2594,12.0,199,60.0,60,0,1030,272,58.488
Peugeot e-Traveller L3 50 kWh,180,257,2056,13.3,189,46.3,74,1000,989,300,47.23
Porsche Taycan 4S Plus Sport Turismo,430,195,2325,4.0,535,83.7,200,0,530,277,120.081
Tesla Model X Performance,420,226,2572,3.7,413,95.0,100,2250,0,242,99.7
Peugeot e-Expert Combi Standard 50 kWh,185,250,1969,13.1,196,46.3,74,1000,603,271,51.94
Peugeot e-Expert Combi Standard 75 kWh,265,260,2131,14.3,252,69.0,77,1000,603,218,57.94
BYD ATTO 3 Evo RWD Design,415,180,1880,5.5,472,74.8,130,1500,591,111,46.065
Jaecoo 5 EV,325,181,1765,7.7,341,58.9,80,1250,480,96,31.2
Toyota bZ4X Touring AWD 74.7 kWh,385,184,2075,4.4,419,71.0,110,1500,600,138,53.13
Omoda E5,330,178,1785,7.6,350,58.9,80,0,380,103,33.99
Mazda 6e 78 kWh,470,164,2090,7.9,545,77.0,135,1500,528,95,44.65
Dongfeng Box 42.3 kWh,255,157,1430,12.5,254,40.0,51,750,326,96,24.48
Geely EX5,330,182,1815,6.9,365,60.22,95,0,461,111,36.63
BYD ATTO 3 Evo AWD Excellence,400,187,1990,3.9,455,74.8,130,1500,591,121,48.4
Citroen C5 Aircross Long Range,485,200,2246,8.8,492,96.9,135,1200,565,85,41.225
Hongqi E-HS9 99 kWh,370,243,2705,4.9,367,90.0,112,1500,438,216,79.92
Toyota bZ4X Touring FWD 74.7 kWh,400,178,1975,7.2,433,71.0,110,750,600,122,48.8
MG MG4 Premium Extended Range,435,171,1830,6.2,444,74.4,80,500,388,87,37.845
Tesla Model 3 Long Range RWD,495,152,1825,5.9,586,75.0,124,1000,649,102,50.49
Tesla Model 3 Long Range RWD,475,155,1801,5.3,567,73.5,136,910,542,114,54.15
KGM Torres EVX 80.6 kWh,400,198,2000,8.2,403,79.0,95,1500,839,103,41.2
firefly firefly,240,172,1542,8.1,256,41.2,65,0,496,125,30.0
MG MGS6 EV RWD 77 kWh,405,183,1983,7.3,419,74.3,90,1500,798,110,44.55
MG MG4 Urban Comfort Long Range,325,162,1520,9.5,328,52.8,75,500,577,90,29.25
MG MG4 XPOWER,325,190,1885,3.8,353,61.7,90,500,388,120,39.0
MG IM6 Long Range,500,193,2320,5.4,629,96.5,250,0,697,110,55.0
MG MG4 Premium Long Range,360,171,1840,7.5,406,61.7,110,500,388,96,34.56
Voyah Free 106 kWh,480,208,2415,4.4,433,100.0,80,2000,622,112,53.76
MG MG4 Urban Premium Long Range,325,162,1520,9.5,328,52.8,75,500,568,99,32.175
MG IM5 Long Range,530,182,2210,4.9,677,96.5,250,0,475,98,51.94
MG MGS6 EV Dual Motor 77 kWh,390,191,2080,5.1,400,74.3,90,1500,776,127,49.53
Renault Zoe Q210,140,166,1503,13.5,148,23.3,33,0,338,134,18.76
MG MG4 Urban Comfort Standard Range,260,161,1460,9.6,273,41.9,65,500,577,104,27.04
Lexus UX 300e,340,188,1850,7.5,291,64.0,35,0,316,135,45.9
Volvo EX30 P5,275,178,1840,5.7,306,49.0,80,1400,325,134,36.85
Hongqi E-HS9 84 kWh,320,239,2580,6.5,334,76.5,112,1500,438,219,70.08
Volkswagen ID.4 Pro,410,188,2123,10.4,436,77.0,124,1000,543,126,51.66
Hyundai IONIQ 6 N,440,182,2166,3.2,543,80.0,196,0,371,172,75.68
Zeekr X Privilege AWD,350,186,2035,3.8,386,65.0,101,1600,383,139,48.65
Peugeot e-408 58 kWh,355,164,1856,7.2,380,58.3,80,0,468,115,40.825
Dongfeng Box 31.4 kWh,190,153,1251,12.5,205,29.0,50,0,326,124,23.56
Zeekr X Long Range RWD,360,181,1930,5.6,392,65.0,101,1600,383,121,43.56
Subaru Solterra AWD 73.1 kWh,370,186,2100,5.1,404,69.0,110,1500,421,132,48.84
Hongqi EH7 111 kWh Long Range,550,173,2390,5.8,668,95.3,210,1000,468,107,58.85
Volvo EX30 P3 Long Range,365,178,1850,8.3,402,65.0,101,1200,325,104,37.96
Subaru Uncharted 77 kWh,420,171,1915,7.3,455,72.0,110,750,404,102,42.84
BYD DOLPHIN 44.9 kWh Active,265,169,1650,12.3,251,44.9,50,0,345,113,29.945
Renault Megane E-Tech EV60 130hp,380,158,1725,10.5,404,60.0,80,500,440,96,36.48
JAC iEV7s,225,173,1535,12.0,200,39.0,29,0,250,133,29.925
Seres 3,260,196,1765,8.9,232,51.0,50,0,318,146,37.96
Volvo EX30 P5 Long Range,365,178,1850,5.3,402,65.0,101,1600,325,110,40.15
Volvo EX30 P3,275,178,1840,8.6,306,49.0,80,1000,325,120,33.0
MG MG5 EV,290,168,1607,7.7,290,48.8,60,0,464,103,29.87
Citroen e-Berlingo Multispace,100,205,1679,19.5,105,20.5,30,0,1350,317,31.7
MG IM5 Performance,490,197,2298,3.2,621,96.5,250,0,475,114,55.86
Lancia Ypsilon,310,155,1561,8.2,332,48.1,76,0,309,114,35.34
Subaru Uncharted 77 kWh AWD,375,192,2025,5.1,405,72.0,110,1500,403,130,48.75
Mercedes-Benz EQS 350,570,168,2440,6.7,614,96.0,130,750,620,187,106.59
Volkswagen ID.3 Pure Performance,275,164,1781,8.9,299,45.0,71,0,385,128,35.2
Polestar 3 Dual Motor,500,204,2565,4.7,590,102.0,200,2200,508,179,89.5
MG IM6 Performance,440,219,2410,3.5,554,96.5,250,0,697,133,58.52
Subaru Uncharted 57.7 kWh,320,169,1815,8.4,353,54.0,85,750,404,118,37.76
Lancia Ypsilon 54 kWh HF,305,167,1631,5.6,330,50.8,79,0,309,134,40.87
Volvo EX30 Cross Country P5 Long Range,350,186,1875,5.4,379,65.0,101,1600,325,126,44.1
Peugeot Partner Tepee Electric,100,205,1679,19.5,105,20.5,30,0,544,305,30.5
Voyah Courage 80 kWh AWD,390,198,2302,4.9,427,77.3,110,1700,527,128,49.92
Hongqi E-HS9 120 kWh,455,246,2850,4.9,418,112.0,110,1500,438,187,85.085
Volvo EX30 P8 AWD,340,191,1960,3.6,376,65.0,101,1600,325,141,47.94
Toyota Proace Verso M 75 kWh,265,260,2211,13.3,252,69.0,77,1000,603,215,56.975
Volvo EX30 Cross Country P8 AWD,330,197,1985,3.7,361,65.0,101,1600,325,151,49.83
Lancia Ypsilon 54 kWh,325,156,1561,8.2,353,50.8,79,0,309,104,33.8
Hongqi E-HS7 111 kWh Long Range,455,209,2458,6.3,535,95.3,210,1500,705,121,55.055
Renault Zoe Q90,245,167,1555,13.5,224,41.0,33,0,338,126,30.87
Fiat 500e 3+1 24 kWh,135,158,1290,9.0,153,21.3,40,0,185,222,29.97
Genesis GV60 Premium,390,190,1975,7.8,482,74.0,196,1600,432,159,62.01
MG IM5 Standard Range,405,181,2180,6.8,451,73.5,120,0,475,112,45.36
Skywell BE11 Long Range,385,210,2005,9.6,336,81.0,50,0,467,119,45.815
Voyah Courage 80 kWh RWD,395,196,2174,6.8,434,77.3,110,1700,527,114,45.03
Mercedes-Benz EQE 350+,530,171,2360,6.4,579,90.6,141,750,430,155,82.15
Polestar 3 Performance,460,222,2600,3.9,539,102.0,200,2200,508,230,105.8
Renault Zoe Q90,245,167,1548,13.5,224,41.0,33,0,338,121,29.645
Skoda Enyaq 50,310,168,1976,9.1,351,52.0,90,1000,585,138,42.78
Seres 3,255,196,1765,8.9,253,50.0,85,0,318,149,37.995
Hongqi E-HS7 111 kWh AWD Pro,435,219,2608,3.9,510,95.3,210,1500,705,172,74.82
MG MG5 EV Long Range,340,169,1625,7.7,309,57.4,53,0,464,98,33.32
Polestar 3 Rear Motor,440,200,2390,6.5,520,88.0,170,1500,508,183,80.52
Tesla Model X Ludicrous Performance,440,216,2572,2.9,438,95.0,100,2250,0,264,116.16
BYD DOLPHIN 44.9 kWh Boost,260,173,1700,8.0,249,44.9,50,0,345,124,32.24
Skoda Enyaq Coupe iV 60,345,168,2008,8.8,369,58.0,75,1000,575,139,47.955
Nissan Townstar EV Passenger L2,220,205,1992,13.3,218,45.0,50,1500,819,195,42.9
Ford e-Tourneo Custom L2 210 kW RWD,255,278,2807,8.0,259,71.0,105,2000,819,344,87.72
Skywell BE11 Standard Range,325,209,1955,9.6,296,68.0,50,0,467,131,42.575
Toyota Proace Shuttle M 75 kWh,265,260,2131,13.1,252,69.0,77,1000,550,227,60.155
Toyota Proace Shuttle L 75 kWh,265,260,2161,13.1,252,69.0,77,1000,980,263,69.695
Toyota Proace Shuttle M 50 kWh,185,250,1969,12.1,196,46.3,74,1000,550,318,58.83
Toyota Proace Shuttle L 50 kWh,180,257,1989,12.1,189,46.3,74,1000,980,381,68.58
